gender,died.at.age,prob.death,risk.group,alt.age.death,lx,dx,ax,potential.years,years.lost.by.risk.group
Female,37,0.01646,0.183761,73,82416.074164,1629.142177,0.5,36.5,27.438234
Female,37,0.018,0.201761,74,80786.931988,1781.558841,0.5,37.5,28.335894
Female,37,0.019695,0.221457,75,79005.373147,1949.314342,0.5,38.5,29.239832
Female,37,0.021566,0.243023,76,77056.058805,2134.497249,0.5,39.5,30.150331
Female,37,0.023629,0.266652,77,74921.561556,2338.666929,0.5,40.5,31.067452
Female,37,0.02589,0.292541,78,72582.894627,2562.409603,0.5,41.5,31.99072
Female,37,0.028339,0.32088,79,70020.485024,2804.86346,0.5,42.5,32.918869
Female,37,0.03095,0.35183,80,67215.621565,3063.252655,0.5,43.5,33.849672
Female,37,0.033668,0.385498,81,64152.368909,3332.270109,0.5,44.5,34.77983
Female,37,0.036339,0.421837,82,60820.098801,3596.608065,0.5,45.5,35.703308
Female,37,0.038929,0.460766,83,57223.490735,3853.007555,0.5,46.5,36.615499
Female,37,0.041327,0.502093,84,53370.48318,4090.304564,0.5,47.5,37.511392
Female,37,0.043398,0.545491,85,49280.178616,4295.299629,0.5,48.5,38.38562
Female,37,0.044994,0.590485,86,44984.878987,4453.278377,0.5,49.5,39.23252
Female,37,0.045961,0.636446,87,40531.60061,4548.957888,0.5,50.5,40.0462
Female,37,0.046152,0.682598,88,35982.642722,4567.898235,0.5,51.5,40.820621
Female,37,0.045449,0.728047,89,31414.744488,4498.330281,0.5,52.5,41.549721
Female,37,0.043781,0.771829,90,26916.414207,4333.22132,0.5,53.5,42.227588
Female,37,0.041144,0.812973,91,22583.192887,4072.249401,0.5,54.5,42.848692
Female,37,0.037618,0.850591,92,18510.943486,3723.22936,0.5,55.5,43.408205
Female,37,0.033367,0.883958,93,14787.714126,3302.49356,0.5,56.5,43.902386
Female,37,0.028632,0.91259,94,11485.220566,2833.842738,0.5,57.5,44.329003
Female,37,0.023703,0.936293,95,8651.377829,2345.974996,0.5,58.5,44.68775
Female,37,0.018881,0.955174,96,6305.402832,1868.726307,0.5,59.5,44.980543
Female,37,0.014437,0.96961,97,4436.676525,1428.87852,0.5,60.5,45.211617
Female,37,0.010574,0.980184,98,3007.798005,1046.526567,0.5,61.5,45.387327
Female,37,0.007405,0.987589,99,1961.271438,732.902272,0.5,62.5,45.515638
Female,37,0.004952,0.992541,100,1228.369167,490.121634,0.5,63.5,45.605365
Female,37,0.00316,0.995701,101,738.247532,312.717812,0.5,64.5,45.665322
Female,37,0.001923,0.997623,102,425.529721,190.302088,0.5,65.5,45.70355
Female,37,0.001116,0.99874,103,235.227632,110.472921,0.5,66.5,45.726792
Female,37,0.000619,0.999358,104,124.754712,61.219921,0.5,67.5,45.740268
Female,37,0.000642,1,105,63.534791,63.534791,1.459488,69.459488,45.755494
Female,42,0.000921,0.000921,42,98621.581402,90.808918,0.5,0.5,0.5
Female,42,0.001004,0.001925,43,98530.772485,99.019208,0.5,1.5,1.021626
Female,42,0.001098,0.003022,44,98431.753276,108.24005,0.5,2.5,1.55848
Female,42,0.001202,0.004225,45,98323.513226,118.57872,0.5,3.5,2.111042
Female,42,0.00132,0.005544,46,98204.934507,130.142804,0.5,4.5,2.679644
Female,42,0.00145,0.006995,47,98074.791703,143.034111,0.5,5.5,3.264441
Female,42,0.001595,0.00859,48,97931.757592,157.344544,0.5,6.5,3.865381
Female,42,0.001756,0.010346,49,97774.413048,173.168313,0.5,7.5,4.482237
Female,42,0.001934,0.01228,50,97601.244735,190.687047,0.5,8.5,5.114872
Female,42,0.002131,0.01441,51,97410.557688,210.159432,0.5,9.5,5.763329
Female,42,0.002351,0.016762,52,97200.398256,231.879105,0.5,10.5,6.427753
Female,42,0.002597,0.019359,53,96968.519151,256.109302,0.5,11.5,7.108179
Female,42,0.002871,0.022229,54,96712.40985,283.112892,0.5,12.5,7.804482
Female,42,0.003176,0.025405,55,96429.296958,313.186997,0.5,13.5,8.516429
Female,42,0.003516,0.02892,56,96116.109961,346.706604,0.5,14.5,9.243783
Female,42,0.003895,0.032815,57,95769.403357,384.104465,0.5,15.5,9.986314
Female,42,0.004317,0.037132,58,95385.298891,425.723212,0.5,16.5,10.743557
Female,42,0.004782,0.041914,59,94959.575679,471.576133,0.5,17.5,11.51436
Female,42,0.005288,0.047201,60,94487.999546,521.482551,0.5,18.5,12.296925
Female,42,0.00583,0.053031,61,93966.516995,574.962273,0.5,19.5,13.088794
Female,42,0.006399,0.059431,62,93391.554722,631.114965,0.5,20.5,13.886816
Female,42,0.006984,0.066414,63,92760.439757,688.737597,0.5,21.5,14.687363
Female,42,0.007583,0.073998,64,92071.70216,747.878982,0.5,22.5,15.488007
Female,42,0.008216,0.082214,65,91323.823178,810.267851,0.5,23.5,16.288678
Female,42,0.008905,0.091118,66,90513.555327,878.217826,0.5,24.5,17.091164
Female,42,0.00967,0.100788,67,89635.337501,953.676602,0.5,25.5,17.897942
Female,42,0.010529,0.111318,68,88681.660899,1038.420764,0.5,26.5,18.711594
Female,42,0.011502,0.12282,69,87643.240135,1134.355905,0.5,27.5,19.53463
Female,42,0.012594,0.135414,70,86508.88423,1242.020627,0.5,28.5,20.368431
Female,42,0.013801,0.149214,71,85266.863603,1361.041493,0.5,29.5,21.212998
Female,42,0.015106,0.16432,72,83905.82211,1489.747945,0.5,30.5,22.066738
Female,42,0.016519,0.180839,73,82416.074164,1629.142177,0.5,31.5,22.928438
Female,42,0.018065,0.198904,74,80786.931988,1781.558841,0.5,32.5,23.797735
Female,42,0.019766,0.218669,75,79005.373147,1949.314342,0.5,33.5,24.674726
Female,42,0.021643,0.240313,76,77056.058805,2134.497249,0.5,34.5,25.55962
Female,42,0.023714,0.264026,77,74921.561556,2338.666929,0.5,35.5,26.452416
Female,42,0.025982,0.290008,78,72582.894627,2562.409603,0.5,36.5,27.352592
Female,42,0.028441,0.318449,79,70020.485024,2804.86346,0.5,37.5,28.258856
Female,42,0.031061,0.34951,80,67215.621565,3063.252655,0.5,38.5,29.168979
Female,42,0.033788,0.383298,81,64152.368909,3332.270109,0.5,39.5,30.079678
Female,42,0.036469,0.419767,82,60820.098801,3596.608065,0.5,40.5,30.984981
Female,42,0.039069,0.458836,83,57223.490735,3853.007555,0.5,41.5,31.880306
Female,42,0.041475,0.50031,84,53370.48318,4090.304564,0.5,42.5,32.760657
Female,42,0.043553,0.543864,85,49280.178616,4295.299629,0.5,43.5,33.620678
Female,42,0.045155,0.589019,86,44984.878987,4453.278377,0.5,44.5,34.454706
Female,42,0.046125,0.635144,87,40531.60061,4548.957888,0.5,45.5,35.256836
Female,42,0.046317,0.681462,88,35982.642722,4567.898235,0.5,46.5,36.021009
Female,42,0.045612,0.727074,89,31414.744488,4498.330281,0.5,47.5,36.741128
Female,42,0.043938,0.771012,90,26916.414207,4333.22132,0.5,48.5,37.411235
Female,42,0.041292,0.812303,91,22583.192887,4072.249401,0.5,49.5,38.025741
Female,42,0.037753,0.850056,92,18510.943486,3723.22936,0.5,50.5,38.579747
Female,42,0.033487,0.883543,93,14787.714126,3302.49356,0.5,51.5,39.069429
Female,42,0.028735,0.912277,94,11485.220566,2833.842738,0.5,52.5,39.492459
Female,42,0.023788,0.936065,95,8651.377829,2345.974996,0.5,53.5,39.848424
Female,42,0.018948,0.955013,96,6305.402832,1868.726307,0.5,54.5,40.139127
Female,42,0.014488,0.969502,97,4436.676525,1428.87852,0.5,55.5,40.368684
Female,42,0.010612,0.980113,98,3007.798005,1046.526567,0.5,56.5,40.543335
Female,42,0.007431,0.987545,99,1961.271438,732.902272,0.5,57.5,40.670937
Female,42,0.00497,0.992514,100,1228.369167,490.121634,0.5,58.5,40.760211
Female,42,0.003171,0.995685,101,738.247532,312.717812,0.5,59.5,40.81989
Female,42,0.00193,0.997615,102,425.529721,190.302088,0.5,60.5,40.857956
Female,42,0.00112,0.998735,103,235.227632,110.472921,0.5,61.5,40.881108
Female,42,0.000621,0.999356,104,124.754712,61.219921,0.5,62.5,40.894537
Female,42,0.000644,1,105,63.534791,63.534791,1.459488,64.459488,40.909718
Female,47,0.001458,0.001458,47,98074.791703,143.034111,0.5,0.5,0.5
Female,47,0.001604,0.003063,48,97931.757592,157.344544,0.5,1.5,1.023821
Female,47,0.001766,0.004828,49,97774.413048,173.168313,0.5,2.5,1.563635
Female,47,0.001944,0.006773,50,97601.244735,190.687047,0.5,3.5,2.119523
Female,47,0.002143,0.008916,51,97410.557688,210.159432,0.5,4.5,2.691668
Female,47,0.002364,0.01128,52,97200.398256,231.879105,0.5,5.5,3.280305
Female,47,0.002611,0.013891,53,96968.519151,256.109302,0.5,6.5,3.885564
Female,47,0.002887,0.016778,54,96712.40985,283.112892,0.5,7.5,4.50744
Female,47,0.003193,0.019971,55,96429.296958,313.186997,0.5,8.5,5.145838
Female,47,0.003535,0.023506,56,96116.109961,346.706604,0.5,9.5,5.800659
Female,47,0.003916,0.027423,57,95769.403357,384.104465,0.5,10.5,6.471803
Female,47,0.004341,0.031764,58,95385.298891,425.723212,0.5,11.5,7.158953
Female,47,0.004808,0.036572,59,94959.575679,471.576133,0.5,12.5,7.861171
Female,47,0.005317,0.041889,60,94487.999546,521.482551,0.5,13.5,8.576934
Female,47,0.005862,0.047752,61,93966.516995,574.962273,0.5,14.5,9.30411
Female,47,0.006435,0.054187,62,93391.554722,631.114965,0.5,15.5,10.039914
Female,47,0.007023,0.061209,63,92760.439757,688.737597,0.5,16.5,10.781083
Female,47,0.007626,0.068835,64,92071.70216,747.878982,0.5,17.5,11.525411
Female,47,0.008262,0.077097,65,91323.823178,810.267851,0.5,18.5,12.272813
Female,47,0.008955,0.086051,66,90513.555327,878.217826,0.5,19.5,13.024882
Female,47,0.009724,0.095775,67,89635.337501,953.676602,0.5,20.5,13.783824
Female,47,0.010588,0.106363,68,88681.660899,1038.420764,0.5,21.5,14.55194
Female,47,0.011566,0.117929,69,87643.240135,1134.355905,0.5,22.5,15.331466
Female,47,0.012664,0.130593,70,86508.88423,1242.020627,0.5,23.5,16.123592
Female,47,0.013878,0.144471,71,85266.863603,1361.041493,0.5,24.5,16.928212
Female,47,0.01519,0.159661,72,83905.82211,1489.747945,0.5,25.5,17.743719
Female,47,0.016611,0.176272,73,82416.074164,1629.142177,0.5,26.5,18.568878
Female,47,0.018165,0.194438,74,80786.931988,1781.558841,0.5,27.5,19.403267
Female,47,0.019876,0.214313,75,79005.373147,1949.314342,0.5,28.5,20.246914
Female,47,0.021764,0.236077,76,77056.058805,2134.497249,0.5,29.5,21.099957
Female,47,0.023846,0.259923,77,74921.561556,2338.666929,0.5,30.5,21.962332
Female,47,0.026127,0.28605,78,72582.894627,2562.409603,0.5,31.5,22.833478
Female,47,0.028599,0.314649,79,70020.485024,2804.86346,0.5,32.5,23.712091
Female,47,0.031234,0.345883,80,67215.621565,3063.252655,0.5,33.5,24.595956
Female,47,0.033977,0.37986,81,64152.368909,3332.270109,0.5,34.5,25.48183
Female,47,0.036672,0.416532,82,60820.098801,3596.608065,0.5,35.5,26.363844
Female,47,0.039286,0.455819,83,57223.490735,3853.007555,0.5,36.5,27.237466
Female,47,0.041706,0.497525,84,53370.48318,4090.304564,0.5,37.5,28.097744
Female,47,0.043796,0.541321,85,49280.178616,4295.299629,0.5,38.5,28.93935
Female,47,0.045407,0.586728,86,44984.878987,4453.278377,0.5,39.5,29.756641
Female,47,0.046383,0.63311,87,40531.60061,4548.957888,0.5,40.5,30.543714
Female,47,0.046576,0.679686,88,35982.642722,4567.898235,0.5,41.5,31.294497
Female,47,0.045866,0.725552,89,31414.744488,4498.330281,0.5,42.5,32.002861
Female,47,0.044183,0.769735,90,26916.414207,4333.22132,0.5,43.5,32.662797
Female,47,0.041522,0.811257,91,22583.192887,4072.249401,0.5,44.5,33.268651
Female,47,0.037963,0.84922,92,18510.943486,3723.22936,0.5,45.5,33.815436
Female,47,0.033673,0.882893,93,14787.714126,3302.49356,0.5,46.5,34.29922
Female,47,0.028895,0.911788,94,11485.220566,2833.842738,0.5,47.5,34.717555
Female,47,0.02392,0.935708,95,8651.377829,2345.974996,0.5,48.5,35.069887
Female,47,0.019054,0.954762,96,6305.402832,1868.726307,0.5,49.5,35.357867
Female,47,0.014569,0.969332,97,4436.676525,1428.87852,0.5,50.5,35.585457
Female,47,0.010671,0.980002,98,3007.798005,1046.526567,0.5,51.5,35.758742
Female,47,0.007473,0.987475,99,1961.271438,732.902272,0.5,52.5,35.885434
Female,47,0.004997,0.992473,100,1228.369167,490.121634,0.5,53.5,35.974129
Female,47,0.003189,0.995661,101,738.247532,312.717812,0.5,54.5,36.033457
Female,47,0.00194,0.997602,102,425.529721,190.302088,0.5,55.5,36.071321
Female,47,0.001126,0.998728,103,235.227632,110.472921,0.5,56.5,36.094361
Female,47,0.000624,0.999352,104,124.754712,61.219921,0.5,57.5,36.107732
Female,47,0.000648,1,105,63.534791,63.534791,1.459488,59.459488,36.122859
Female,52,0.002386,0.002386,52,97200.398256,231.879105,0.5,0.5,0.5
Female,52,0.002635,0.00502,53,96968.519151,256.109302,0.5,1.5,1.024827
Female,52,0.002913,0.007933,54,96712.40985,283.112892,0.5,2.5,1.566442
Female,52,0.003222,0.011155,55,96429.296958,313.186997,0.5,3.5,2.124933
Female,52,0.003567,0.014722,56,96116.109961,346.706604,0.5,4.5,2.700373
Female,52,0.003952,0.018674,57,95769.403357,384.104465,0.5,5.5,3.292819
Female,52,0.00438,0.023054,58,95385.298891,425.723212,0.5,6.5,3.902136
Female,52,0.004852,0.027905,59,94959.575679,471.576133,0.5,7.5,4.527659
Female,52,0.005365,0.03327,60,94487.999546,521.482551,0.5,8.5,5.168223
Female,52,0.005915,0.039185,61,93966.516995,574.962273,0.5,9.5,5.822124
Female,52,0.006493,0.045678,62,93391.554722,631.114965,0.5,10.5,6.487058
Female,52,0.007086,0.052764,63,92760.439757,688.737597,0.5,11.5,7.160251
Female,52,0.007694,0.060458,64,92071.70216,747.878982,0.5,12.5,7.839811
Female,52,0.008336,0.068794,65,91323.823178,810.267851,0.5,13.5,8.525675
Female,52,0.009035,0.07783,66,90513.555327,878.217826,0.5,14.5,9.219227
Female,52,0.009811,0.087641,67,89635.337501,953.676602,0.5,15.5,9.922362
Female,52,0.010683,0.098324,68,88681.660899,1038.420764,0.5,16.5,10.637047
Female,52,0.01167,0.109995,69,87643.240135,1134.355905,0.5,17.5,11.365198
Female,52,0.012778,0.122772,70,86508.88423,1242.020627,0.5,18.5,12.107775
Female,52,0.014002,0.136775,71,85266.863603,1361.041493,0.5,19.5,12.864559
Female,52,0.015327,0.152101,72,83905.82211,1489.747945,0.5,20.5,13.633947
Female,52,0.016761,0.168862,73,82416.074164,1629.142177,0.5,21.5,14.414703
Female,52,0.018329,0.187191,74,80786.931988,1781.558841,0.5,22.5,15.206372
Female,52,0.020055,0.207245,75,79005.373147,1949.314342,0.5,23.5,16.008925
Female,52,0.02196,0.229205,76,77056.058805,2134.497249,0.5,24.5,16.82244
Female,52,0.02406,0.253265,77,74921.561556,2338.666929,0.5,25.5,17.64681
Female,52,0.026362,0.279628,78,72582.894627,2562.409603,0.5,26.5,18.481452
Female,52,0.028857,0.308484,79,70020.485024,2804.86346,0.5,27.5,19.325073
Female,52,0.031515,0.339999,80,67215.621565,3063.252655,0.5,28.5,20.175506
Female,52,0.034282,0.374281,81,64152.368909,3332.270109,0.5,29.5,21.029587
Female,52,0.037002,0.411283,82,60820.098801,3596.608065,0.5,30.5,21.881613
Female,52,0.03964,0.450923,83,57223.490735,3853.007555,0.5,31.5,22.727148
Female,52,0.042081,0.493004,84,53370.48318,4090.304564,0.5,32.5,23.561325
Female,52,0.04419,0.537194,85,49280.178616,4295.299629,0.5,33.5,24.37889
Female,52,0.045815,0.58301,86,44984.878987,4453.278377,0.5,34.5,25.17425
Female,52,0.0468,0.62981,87,40531.60061,4548.957888,0.5,35.5,25.941534
Female,52,0.046995,0.676804,88,35982.642722,4567.898235,0.5,36.5,26.674673
Female,52,0.046279,0.723083,89,31414.744488,4498.330281,0.5,37.5,27.367518
Female,52,0.04458,0.767664,90,26916.414207,4333.22132,0.5,38.5,28.014011
Female,52,0.041895,0.809559,91,22583.192887,4072.249401,0.5,39.5,28.608421
Female,52,0.038305,0.847864,92,18510.943486,3723.22936,0.5,40.5,29.145657
Female,52,0.033976,0.88184,93,14787.714126,3302.49356,0.5,41.5,29.621654
Female,52,0.029155,0.910994,94,11485.220566,2833.842738,0.5,42.5,30.033801
Female,52,0.024135,0.93513,95,8651.377829,2345.974996,0.5,43.5,30.38136
Female,52,0.019226,0.954355,96,6305.402832,1868.726307,0.5,44.5,30.66578
Female,52,0.0147,0.969056,97,4436.676525,1428.87852,0.5,45.5,30.890811
Female,52,0.010767,0.979822,98,3007.798005,1046.526567,0.5,46.5,31.062331
Female,52,0.00754,0.987363,99,1961.271438,732.902272,0.5,47.5,31.18786
Female,52,0.005042,0.992405,100,1228.369167,490.121634,0.5,48.5,31.275822
Female,52,0.003217,0.995622,101,738.247532,312.717812,0.5,49.5,31.334712
Female,52,0.001958,0.99758,102,425.529721,190.302088,0.5,50.5,31.372325
Female,52,0.001137,0.998717,103,235.227632,110.472921,0.5,51.5,31.395231
Female,52,0.00063,0.999346,104,124.754712,61.219921,0.5,52.5,31.408532
Female,52,0.000654,1,105,63.534791,63.534791,1.459488,54.459488,31.423599
Female,57,0.004011,0.004011,57,95769.403357,384.104465,0.5,0.5,0.5
Female,57,0.004445,0.008456,58,95385.298891,425.723212,0.5,1.5,1.025696
Female,57,0.004924,0.01338,59,94959.575679,471.576133,0.5,2.5,1.568262
Female,57,0.005445,0.018825,60,94487.999546,521.482551,0.5,3.5,2.127015
Female,57,0.006004,0.024829,61,93966.516995,574.962273,0.5,4.5,2.700801
Female,57,0.00659,0.031419,62,93391.554722,631.114965,0.5,5.5,3.287919
Female,57,0.007192,0.03861,63,92760.439757,688.737597,0.5,6.5,3.886205
Female,57,0.007809,0.04642,64,92071.70216,747.878982,0.5,7.5,4.494153
Female,57,0.008461,0.05488,65,91323.823178,810.267851,0.5,8.5,5.111714
Female,57,0.00917,0.06405,66,90513.555327,878.217826,0.5,9.5,5.739988
Female,57,0.009958,0.074008,67,89635.337501,953.676602,0.5,10.5,6.380461
Female,57,0.010843,0.084851,68,88681.660899,1038.420764,0.5,11.5,7.034673
Female,57,0.011845,0.096696,69,87643.240135,1134.355905,0.5,12.5,7.704142
Female,57,0.012969,0.109665,70,86508.88423,1242.020627,0.5,13.5,8.389555
Female,57,0.014212,0.123877,71,85266.863603,1361.041493,0.5,14.5,9.090572
Female,57,0.015556,0.139432,72,83905.82211,1489.747945,0.5,15.5,9.805632
Female,57,0.017011,0.156443,73,82416.074164,1629.142177,0.5,16.5,10.533554
Female,57,0.018603,0.175046,74,80786.931988,1781.558841,0.5,17.5,11.273897
Female,57,0.020354,0.1954,75,79005.373147,1949.314342,0.5,18.5,12.026619
Female,57,0.022288,0.217688,76,77056.058805,2134.497249,0.5,19.5,12.791778
Female,57,0.02442,0.242108,77,74921.561556,2338.666929,0.5,20.5,13.569254
Female,57,0.026756,0.268864,78,72582.894627,2562.409603,0.5,21.5,14.358484
Female,57,0.029288,0.298151,79,70020.485024,2804.86346,0.5,22.5,15.158233
Female,57,0.031986,0.330137,80,67215.621565,3063.252655,0.5,23.5,15.966434
Female,57,0.034795,0.364932,81,64152.368909,3332.270109,0.5,24.5,16.780074
Female,57,0.037555,0.402487,82,60820.098801,3596.608065,0.5,25.5,17.593705
Female,57,0.040232,0.442719,83,57223.490735,3853.007555,0.5,26.5,18.403066
Female,57,0.04271,0.485429,84,53370.48318,4090.304564,0.5,27.5,19.20345
Female,57,0.04485,0.530279,85,49280.178616,4295.299629,0.5,28.5,19.989742
Female,57,0.0465,0.576779,86,44984.878987,4453.278377,0.5,29.5,20.75646
Female,57,0.047499,0.624278,87,40531.60061,4548.957888,0.5,30.5,21.497811
Female,57,0.047697,0.671975,88,35982.642722,4567.898235,0.5,31.5,22.207767
Female,57,0.04697,0.718946,89,31414.744488,4498.330281,0.5,32.5,22.880183
Female,57,0.045246,0.764192,90,26916.414207,4333.22132,0.5,33.5,23.508963
Female,57,0.042521,0.806713,91,22583.192887,4072.249401,0.5,34.5,24.088294
Female,57,0.038877,0.84559,92,18510.943486,3723.22936,0.5,35.5,24.612961
Female,57,0.034484,0.880074,93,14787.714126,3302.49356,0.5,36.5,25.078729
Female,57,0.02959,0.909664,94,11485.220566,2833.842738,0.5,37.5,25.482778
Female,57,0.024496,0.934161,95,8651.377829,2345.974996,0.5,38.5,25.824123
Female,57,0.019513,0.953673,96,6305.402832,1868.726307,0.5,39.5,26.10394
Female,57,0.01492,0.968593,97,4436.676525,1428.87852,0.5,40.5,26.325693
Female,57,0.010928,0.979521,98,3007.798005,1046.526567,0.5,41.5,26.494979
Female,57,0.007653,0.987174,99,1961.271438,732.902272,0.5,42.5,26.619053
Female,57,0.005118,0.992291,100,1228.369167,490.121634,0.5,43.5,26.706116
Female,57,0.003265,0.995557,101,738.247532,312.717812,0.5,44.5,26.764478
Female,57,0.001987,0.997544,102,425.529721,190.302088,0.5,45.5,26.801799
Female,57,0.001154,0.998697,103,235.227632,110.472921,0.5,46.5,26.824551
Female,57,0.000639,0.999337,104,124.754712,61.219921,0.5,47.5,26.837776
Female,57,0.000663,1,105,63.534791,63.534791,1.459488,49.459488,26.852784
Female,62,0.006758,0.006758,62,93391.554722,631.114965,0.5,0.5,0.5
Female,62,0.007375,0.014132,63,92760.439757,688.737597,0.5,1.5,1.021829
Female,62,0.008008,0.02214,64,92071.70216,747.878982,0.5,2.5,1.55647
Female,62,0.008676,0.030816,65,91323.823178,810.267851,0.5,3.5,2.103648
Female,62,0.009404,0.04022,66,90513.555327,878.217826,0.5,4.5,2.663924
Female,62,0.010212,0.050432,67,89635.337501,953.676602,0.5,5.5,3.238183
Female,62,0.011119,0.061551,68,88681.660899,1038.420764,0.5,6.5,3.827424
Female,62,0.012146,0.073697,69,87643.240135,1134.355905,0.5,7.5,4.432713
Female,62,0.013299,0.086996,70,86508.88423,1242.020627,0.5,8.5,5.054479
Female,62,0.014573,0.101569,71,85266.863603,1361.041493,0.5,9.5,5.692336
Female,62,0.015952,0.117521,72,83905.82211,1489.747945,0.5,10.5,6.3449
Female,62,0.017444,0.134965,73,82416.074164,1629.142177,0.5,11.5,7.011195
Female,62,0.019076,0.154042,74,80786.931988,1781.558841,0.5,12.5,7.690918
Female,62,0.020872,0.174914,75,79005.373147,1949.314342,0.5,13.5,8.384116
Female,62,0.022855,0.197769,76,77056.058805,2134.497249,0.5,14.5,9.090902
Female,62,0.025042,0.222811,77,74921.561556,2338.666929,0.5,15.5,9.811215
Female,62,0.027437,0.250248,78,72582.894627,2562.409603,0.5,16.5,10.544575
Female,62,0.030033,0.280282,79,70020.485024,2804.86346,0.5,17.5,11.289879
Female,62,0.0328,0.313082,80,67215.621565,3063.252655,0.5,18.5,12.045249
Female,62,0.035681,0.348762,81,64152.368909,3332.270109,0.5,19.5,12.807918
Female,62,0.038511,0.387273,82,60820.098801,3596.608065,0.5,20.5,13.572831
Female,62,0.041256,0.42853,83,57223.490735,3853.007555,0.5,21.5,14.336015
Female,62,0.043797,0.472327,84,53370.48318,4090.304564,0.5,22.5,15.093035
Female,62,0.045992,0.51832,85,49280.178616,4295.299629,0.5,23.5,15.839015
Female,62,0.047684,0.566004,86,44984.878987,4453.278377,0.5,24.5,16.568675
Female,62,0.048708,0.614712,87,40531.60061,4548.957888,0.5,25.5,17.276374
Female,62,0.048911,0.663623,88,35982.642722,4567.898235,0.5,26.5,17.956186
Female,62,0.048166,0.71179,89,31414.744488,4498.330281,0.5,27.5,18.60201
Female,62,0.046398,0.758188,90,26916.414207,4333.22132,0.5,28.5,19.207732
Female,62,0.043604,0.801792,91,22583.192887,4072.249401,0.5,29.5,19.767458
Female,62,0.039867,0.841659,92,18510.943486,3723.22936,0.5,30.5,20.275827
Female,62,0.035362,0.877021,93,14787.714126,3302.49356,0.5,31.5,20.72839
Female,62,0.030344,0.907364,94,11485.220566,2833.842738,0.5,32.5,21.122051
Female,62,0.02512,0.932484,95,8651.377829,2345.974996,0.5,33.5,21.455495
Female,62,0.02001,0.952494,96,6305.402832,1868.726307,0.5,34.5,21.729528
Female,62,0.0153,0.967794,97,4436.676525,1428.87852,0.5,35.5,21.947226
Female,62,0.011206,0.978999,98,3007.798005,1046.526567,0.5,36.5,22.113799
Female,62,0.007848,0.986847,99,1961.271438,732.902272,0.5,37.5,22.236154
Female,62,0.005248,0.992095,100,1228.369167,490.121634,0.5,38.5,22.322187
Female,62,0.003348,0.995444,101,738.247532,312.717812,0.5,39.5,22.379969
Female,62,0.002038,0.997481,102,425.529721,190.302088,0.5,40.5,22.416985
Female,62,0.001183,0.998664,103,235.227632,110.472921,0.5,41.5,22.439589
Female,62,0.000656,0.99932,104,124.754712,61.219921,0.5,42.5,22.452748
Female,62,0.00068,1,105,63.534791,63.534791,1.459488,44.459488,22.467719
Female,67,0.01064,0.01064,67,89635.337501,953.676602,0.5,0.5,0.5
Female,67,0.011585,0.022224,68,88681.660899,1038.420764,0.5,1.5,1.02127
Female,67,0.012655,0.03488,69,87643.240135,1134.355905,0.5,2.5,1.557791
Female,67,0.013856,0.048736,70,86508.88423,1242.020627,0.5,3.5,2.109989
Female,67,0.015184,0.06392,71,85266.863603,1361.041493,0.5,4.5,2.677734
Female,67,0.01662,0.08054,72,83905.82211,1489.747945,0.5,5.5,3.260129
Female,67,0.018175,0.098716,73,82416.074164,1629.142177,0.5,6.5,3.856645
Female,67,0.019876,0.118591,74,80786.931988,1781.558841,0.5,7.5,4.467263
Female,67,0.021747,0.140338,75,79005.373147,1949.314342,0.5,8.5,5.092185
Female,67,0.023813,0.164152,76,77056.058805,2134.497249,0.5,9.5,5.731618
Female,67,0.026091,0.190242,77,74921.561556,2338.666929,0.5,10.5,6.38558
Female,67,0.028587,0.218829,78,72582.894627,2562.409603,0.5,11.5,7.053709
Female,67,0.031292,0.250121,79,70020.485024,2804.86346,0.5,12.5,7.735078
Female,67,0.034175,0.284296,80,67215.621565,3063.252655,0.5,13.5,8.428067
Female,67,0.037176,0.321472,81,64152.368909,3332.270109,0.5,14.5,9.130241
Female,67,0.040125,0.361597,82,60820.098801,3596.608065,0.5,15.5,9.837067
Female,67,0.042985,0.404582,83,57223.490735,3853.007555,0.5,16.5,10.544979
Female,67,0.045633,0.450215,84,53370.48318,4090.304564,0.5,17.5,11.249924
Female,67,0.04792,0.498135,85,49280.178616,4295.299629,0.5,18.5,11.947369
Female,67,0.049682,0.547817,86,44984.878987,4453.278377,0.5,19.5,12.632326
Female,67,0.05075,0.598566,87,40531.60061,4548.957888,0.5,20.5,13.299389
Female,67,0.050961,0.649527,88,35982.642722,4567.898235,0.5,21.5,13.942796
Female,67,0.050185,0.699712,89,31414.744488,4498.330281,0.5,22.5,14.556537
Female,67,0.048343,0.748055,90,26916.414207,4333.22132,0.5,23.5,15.134505
Female,67,0.045431,0.793486,91,22583.192887,4072.249401,0.5,24.5,15.670729
Female,67,0.041538,0.835024,92,18510.943486,3723.22936,0.5,25.5,16.159678
Female,67,0.036844,0.871867,93,14787.714126,3302.49356,0.5,26.5,16.596642
Female,67,0.031615,0.903483,94,11485.220566,2833.842738,0.5,27.5,16.97818
Female,67,0.026172,0.929655,95,8651.377829,2345.974996,0.5,28.5,17.302552
Female,67,0.020848,0.950503,96,6305.402832,1868.726307,0.5,29.5,17.570088
Female,67,0.015941,0.966444,97,4436.676525,1428.87852,0.5,30.5,17.78336
Female,67,0.011675,0.978119,98,3007.798005,1046.526567,0.5,31.5,17.94709
Female,67,0.008176,0.986296,99,1961.271438,732.902272,0.5,32.5,18.067735
